,price,bedrooms,bathrooms,sqft_living,floors,view,grade,sqft_above,sqft_basement,lat,long,sqft_living15,WaterFront,month_sold,age,yrs_reno,Renovated,dist_to_Seattle,Bellevue,Federal Way,Kent,Renton,Seattle,rel_size
15385,655275.0,3,1.75,2050,1.0,0.0,7,1460,590,47.5735,-122.162,2670,0,6,52,52.0,0,8.41,1,0,0,0,0,0.7677902621722846
15386,861000.0,3,2.0,2520,1.0,0.0,8,1270,1250,47.6693,-122.289,1660,0,8,83,83.0,0,4.75,0,0,0,0,1,1.5180722891566265
15387,850000.0,3,3.5,2620,2.0,4.0,9,2060,560,47.5845,-122.115,2590,0,10,37,37.0,0,10.38,1,0,0,0,0,1.0115830115830116
15388,246000.0,3,2.5,1650,1.0,0.0,8,1290,360,47.2899,-122.37200000000001,1880,0,11,24,24.0,0,22.03,0,1,0,0,0,0.8776595744680851
15389,380000.0,2,1.0,700,1.0,0.0,6,700,0,47.7139,-122.288,1190,0,12,88,88.0,0,7.63,0,0,0,0,1,0.5882352941176471
15390,813000.0,4,2.5,3430,2.0,0.0,10,3430,0,47.6866,-122.11,3110,0,10,16,16.0,0,11.8,1,0,0,0,0,1.1028938906752412
15392,650000.0,3,2.5,2350,2.0,0.0,7,1740,610,47.6767,-122.365,1590,0,11,11,11.0,0,4.94,0,0,0,0,1,1.4779874213836477
15393,273000.0,4,3.0,1990,2.0,0.0,7,1990,0,47.3083,-122.36,1910,0,5,24,24.0,0,20.73,0,1,0,0,0,1.0418848167539267
15394,398000.0,4,2.5,2050,2.0,0.0,7,2050,0,47.73,-121.969,1920,0,7,25,25.0,0,18.99,1,0,0,0,0,1.0677083333333333
15395,200000.0,2,1.0,930,1.0,0.0,6,930,0,47.4822,-122.318,1630,0,8,76,76.0,0,8.72,0,0,0,1,0,0.5705521472392638
15396,839000.0,3,1.0,1230,1.0,0.0,7,1230,0,47.6095,-122.195,2100,0,5,59,24.0,1,6.53,1,0,0,0,0,0.5857142857142857
15397,502000.0,3,2.5,1870,1.0,0.0,7,1250,620,47.6269,-122.06,1550,0,11,30,30.0,0,12.87,1,0,0,0,0,1.206451612903226
15398,305000.0,3,2.25,2110,1.0,0.0,7,1360,750,47.3082,-122.37200000000001,1660,0,6,41,41.0,0,20.77,0,1,0,0,0,1.2710843373493976
15399,574950.0,5,3.25,3160,2.0,0.0,8,3160,0,47.52,-122.04700000000001,2130,0,6,34,34.0,0,14.74,0,0,0,1,0,1.483568075117371
15400,311000.0,3,1.0,1120,1.0,0.0,7,1120,0,47.7077,-122.314,1350,0,8,72,72.0,0,6.95,0,0,0,0,1,0.8296296296296296
15402,387000.0,3,1.0,1230,1.0,0.0,7,1230,0,47.538999999999994,-122.179,1270,0,5,52,52.0,0,8.7,0,0,0,1,0,0.968503937007874
15404,175000.0,2,1.0,740,1.0,0.0,6,740,0,47.2088,-121.992,1160,0,9,94,94.0,0,31.89,0,0,1,0,0,0.6379310344827587
15405,248000.0,4,2.5,1770,2.0,0.0,7,1770,0,47.3483,-122.053,1790,0,6,11,11.0,0,22.25,0,0,1,0,0,0.9888268156424581
15406,336750.0,4,2.25,1720,1.0,0.0,8,1350,370,47.5119,-122.337,1720,0,4,60,60.0,0,6.64,0,0,0,1,0,1.0
15408,645000.0,4,2.75,2330,2.0,0.0,9,2330,0,47.5527,-121.99,2620,0,7,10,10.0,0,16.52,1,0,0,0,0,0.8893129770992366
15409,279000.0,3,2.5,1660,2.0,0.0,7,1660,0,47.3865,-122.027,2240,0,12,11,11.0,0,20.99,0,0,1,0,0,0.7410714285714286
15410,479000.0,2,2.5,1730,3.5,0.0,8,1730,0,47.5594,-122.285,1280,0,4,7,7.0,0,4.09,0,0,0,0,1,1.3515625
15411,466000.0,3,2.25,1880,1.0,0.0,7,1280,600,47.7574,-122.322,2020,0,1,53,53.0,0,10.33,0,0,0,0,1,0.9306930693069307
15412,361500.0,4,2.75,2190,2.0,0.0,7,2190,0,47.3804,-122.027,1950,0,4,20,20.0,0,21.3,0,0,1,0,0,1.123076923076923
15413,404000.0,3,1.75,1720,1.0,0.0,7,1720,0,47.5044,-122.19,1720,0,12,19,19.0,0,9.85,0,0,0,1,0,1.0
15414,319000.0,4,3.25,2360,2.0,0.0,8,2360,0,47.4403,-122.126,1860,0,3,25,25.0,0,15.14,0,0,0,1,0,1.2688172043010753
15415,320000.0,3,1.5,1490,1.0,0.0,6,1490,0,47.4779,-122.145,1720,0,3,46,46.0,0,12.62,0,0,0,1,0,0.8662790697674418
15418,660000.0,4,2.5,2290,2.0,0.0,8,2290,0,47.5613,-122.12799999999999,2290,0,11,37,37.0,0,10.17,1,0,0,0,0,1.0
15419,546000.0,4,3.0,1790,1.5,0.0,8,1790,0,47.6117,-122.31299999999999,1770,0,4,114,114.0,0,1.06,0,0,0,0,1,1.0112994350282485
15420,300000.0,4,1.75,1820,1.0,0.0,6,1190,630,47.5569,-122.31,1530,0,7,88,88.0,0,3.72,0,0,0,0,1,1.1895424836601307
15421,500000.0,2,1.5,1760,1.0,0.0,7,1760,0,47.6288,-122.109,2200,0,10,50,50.0,0,10.62,1,0,0,0,0,0.8
15422,381500.0,4,2.5,2430,2.0,0.0,8,2430,0,47.3762,-122.126,2430,0,9,11,11.0,0,18.75,0,0,1,0,0,1.0
15424,278226.0,4,2.5,2390,2.0,0.0,8,2390,0,47.3527,-121.999,2390,0,1,9,9.0,0,23.6,0,0,1,0,0,1.0
15425,340000.0,2,1.75,1500,1.0,0.0,7,1220,280,47.7006,-122.35,1270,0,1,68,68.0,0,6.43,0,0,0,0,1,1.1811023622047243
15426,305000.0,4,2.5,2510,1.0,0.0,8,1520,990,47.3086,-122.384,2210,0,8,37,37.0,0,20.8,0,1,0,0,0,1.1357466063348416
15427,760000.0,4,2.5,2420,1.0,4.0,8,1700,720,47.4871,-122.36,2540,0,6,56,56.0,0,8.43,0,0,0,1,0,0.952755905511811
15428,195000.0,4,1.5,2170,2.0,0.0,7,2170,0,47.4263,-122.331,1500,0,10,62,62.0,0,12.55,0,0,1,0,0,1.4466666666666668
15429,564000.0,4,1.75,1960,1.0,0.0,7,1260,700,47.6968,-122.29899999999999,2000,0,4,55,55.0,0,6.36,0,0,0,0,1,0.98
15430,539500.0,4,2.25,2280,1.0,0.0,8,1660,620,47.701,-122.23100000000001,2590,0,12,37,37.0,0,8.04,1,0,0,0,0,0.8803088803088803
15431,299980.0,4,1.5,1580,1.0,0.0,6,790,790,47.5002,-122.24600000000001,1130,0,9,69,6.0,1,8.53,0,0,0,1,0,1.3982300884955752
15432,290000.0,4,2.5,1850,2.0,0.0,7,1850,0,47.3536,-122.14200000000001,1750,0,10,21,21.0,0,19.74,0,0,1,0,0,1.0571428571428572
15433,257000.0,2,1.0,770,1.0,0.0,6,770,0,47.7482,-122.321,1010,0,2,68,68.0,0,9.7,0,0,0,0,1,0.7623762376237624
15434,518500.0,4,3.0,2120,1.5,0.0,8,1420,700,47.7085,-122.286,2020,0,8,29,29.0,0,7.31,0,0,0,0,1,1.0495049504950495
15437,526000.0,4,1.75,2220,1.0,0.0,7,1110,1110,47.7136,-122.29,1950,0,7,55,55.0,0,7.59,0,0,0,0,1,1.1384615384615384
15438,254500.0,2,1.0,1150,1.0,0.0,6,1150,0,47.486000000000004,-122.264,1100,0,3,95,95.0,0,9.05,0,0,0,1,0,1.0454545454545454
15439,575000.0,2,1.0,980,1.0,0.0,7,980,0,47.6645,-122.288,1620,0,4,106,106.0,0,4.48,0,0,0,0,1,0.6049382716049383
15440,464550.0,3,1.5,1690,1.0,0.0,7,1690,0,47.7018,-122.165,1570,0,1,48,48.0,0,10.23,1,0,0,0,0,1.0764331210191083
15441,409950.0,3,1.75,1320,1.0,0.0,7,1320,0,47.6993,-122.13,1840,0,7,45,45.0,0,11.44,1,0,0,0,0,0.717391304347826
15443,365000.0,2,1.5,820,2.0,0.0,7,820,0,47.5925,-122.295,1130,0,3,6,6.0,0,2.16,0,0,0,0,1,0.7256637168141593
15444,208000.0,3,1.0,1300,1.0,0.0,6,1300,0,47.2899,-122.219,1250,0,2,55,55.0,0,22.62,0,1,0,0,0,1.04
15445,497950.0,4,2.5,1950,2.0,0.0,7,1550,400,47.565,-122.281,1540,0,11,16,16.0,0,3.9,0,0,0,0,1,1.2662337662337662
15446,405000.0,5,3.5,3672,2.0,0.0,9,3006,666,47.3255,-122.19200000000001,2140,0,9,8,8.0,0,20.62,0,0,1,0,0,1.7158878504672896
15448,334000.0,2,1.0,890,1.0,0.0,6,890,0,47.5437,-122.281,1090,0,5,74,74.0,0,5.11,0,0,0,0,1,0.8165137614678899
15449,235000.0,3,2.0,1090,1.0,0.0,6,1090,0,47.4942,-122.322,1100,0,1,54,54.0,0,7.88,0,0,0,1,0,0.990909090909091
15452,453500.0,4,1.75,2000,1.0,2.0,7,1300,700,47.5132,-122.389,1930,0,6,55,55.0,0,7.01,0,0,0,0,1,1.0362694300518134
15454,175000.0,2,1.0,1410,1.0,0.0,7,1410,0,47.4908,-122.223,1540,0,1,47,47.0,0,9.63,0,0,0,1,0,0.9155844155844156
15455,335000.0,2,1.0,1410,1.0,0.0,7,1410,0,47.4908,-122.223,1540,0,4,47,47.0,0,9.63,0,0,0,1,0,0.9155844155844156
15456,275000.0,3,1.5,1950,1.0,0.0,7,1010,940,47.4594,-122.346,1850,0,9,58,58.0,0,10.27,0,0,0,1,0,1.054054054054054
15457,400000.0,2,1.0,980,1.0,0.0,6,860,120,47.6769,-122.366,980,0,5,96,96.0,0,4.97,0,0,0,0,1,1.0
15458,915000.0,3,2.75,3390,1.0,3.0,8,1740,1650,47.5701,-122.40799999999999,1770,0,7,35,35.0,0,4.28,0,0,0,0,1,1.9152542372881356
15459,619850.0,4,2.5,2270,1.0,0.0,8,1500,770,47.5602,-122.176,2270,0,6,42,42.0,0,8.11,1,0,0,0,0,1.0
15460,225900.0,3,1.0,1510,1.0,0.0,7,1010,500,47.32899999999999,-122.33,1290,0,2,52,52.0,0,19.27,0,1,0,0,0,1.1705426356589148
15461,525000.0,2,1.5,960,1.0,0.0,7,960,0,47.648999999999994,-122.40299999999999,1550,0,9,104,27.0,1,4.24,0,0,0,0,1,0.6193548387096774
15462,215000.0,4,2.25,1900,1.0,0.0,7,1900,0,47.4208,-122.2,2040,0,12,47,47.0,0,14.38,0,0,1,0,0,0.9313725490196079
15463,802000.0,3,2.5,2580,2.0,0.0,9,2580,0,47.6616,-122.14399999999999,2580,0,5,28,28.0,0,9.63,1,0,0,0,0,1.0
15464,330000.0,4,2.5,2340,2.0,0.0,9,2340,0,47.38399999999999,-122.149,2250,0,6,17,17.0,0,17.74,0,0,1,0,0,1.04
15465,549800.0,3,2.25,1580,1.0,0.0,7,1580,0,47.5872,-122.17,2270,0,8,56,56.0,0,7.82,1,0,0,0,0,0.6960352422907489
15466,195500.0,4,1.0,1230,1.5,0.0,6,1230,0,47.3231,-122.219,1168,0,10,60,60.0,0,20.41,0,0,1,0,0,1.053082191780822
15467,338000.0,3,2.5,1590,2.0,0.0,7,1590,0,47.4367,-122.199,1790,0,8,22,22.0,0,13.42,0,0,0,1,0,0.888268156424581
15469,480000.0,4,2.25,1770,1.0,0.0,7,1770,0,47.7193,-122.21799999999999,1780,0,8,42,42.0,0,9.42,1,0,0,0,0,0.9943820224719101
15470,383000.0,4,2.5,1850,1.0,0.0,7,1200,650,47.7717,-122.29,1840,0,4,53,53.0,0,11.5,0,0,0,0,1,1.0054347826086956
15471,257000.0,3,1.75,1430,1.0,0.0,7,1430,0,47.4189,-122.16799999999999,1220,0,3,40,40.0,0,15.21,0,0,1,0,0,1.1721311475409837
15472,335000.0,4,2.75,2190,2.0,0.0,8,2190,0,47.3341,-122.18799999999999,2430,0,2,19,19.0,0,20.12,0,0,1,0,0,0.9012345679012346
15473,422000.0,4,2.5,2310,2.0,2.0,8,2310,0,47.4513,-122.26700000000001,1800,0,5,3,3.0,0,11.28,0,0,0,1,0,1.2833333333333334
15474,560000.0,3,1.75,2000,1.0,0.0,7,1400,600,47.6616,-122.175,2050,0,6,51,51.0,0,8.32,1,0,0,0,0,0.975609756097561
15476,320000.0,2,1.0,1210,1.0,0.0,7,1210,0,47.745,-122.29700000000001,1210,0,10,62,62.0,0,9.62,0,0,0,0,1,1.0
15478,751000.0,3,2.5,2840,2.0,0.0,9,2840,0,47.6006,-121.978,2840,0,3,13,13.0,0,16.64,1,0,0,0,0,1.0
15481,250000.0,4,2.0,1470,1.0,0.0,7,1470,0,47.3702,-122.318,1390,0,10,47,47.0,0,16.44,0,1,0,0,0,1.0575539568345325
15482,423000.0,3,1.75,1100,1.0,0.0,7,1100,0,47.5374,-122.17299999999999,1340,0,4,51,51.0,0,8.99,0,0,0,1,0,0.8208955223880597
15483,601002.0,4,2.5,2050,1.0,0.0,8,1050,1000,47.6614,-122.13799999999999,1990,0,5,39,39.0,0,9.89,1,0,0,0,0,1.0301507537688441
15484,352900.0,2,1.5,1240,2.0,0.0,7,1240,0,47.5915,-122.295,1220,0,2,13,13.0,0,2.19,0,0,0,0,1,1.0163934426229508
15486,360000.0,2,1.75,1340,3.0,0.0,8,1340,0,47.7053,-122.34299999999999,1340,0,2,6,6.0,0,6.73,0,0,0,0,1,1.0
15488,349950.0,3,2.5,2390,2.0,0.0,7,2390,0,47.3659,-122.029,2180,0,7,12,12.0,0,21.99,0,0,1,0,0,1.0963302752293578
15489,395000.0,4,2.5,2250,2.0,0.0,9,2250,0,47.4398,-122.15100000000001,2480,0,11,27,27.0,0,14.44,0,0,0,1,0,0.907258064516129
15491,700000.0,4,1.75,1870,1.0,0.0,8,1670,200,47.6435,-122.399,1710,0,4,66,66.0,0,3.85,0,0,0,0,1,1.0935672514619883
15492,699000.0,3,2.5,2370,2.0,0.0,9,2370,0,47.6679,-122.17200000000001,2380,0,4,30,30.0,0,8.64,1,0,0,0,0,0.9957983193277311
15493,537000.0,4,2.25,2640,1.0,0.0,8,1620,1020,47.7552,-122.148,2500,0,4,35,35.0,0,13.38,1,0,0,0,0,1.056
15494,405000.0,3,1.5,1240,1.0,0.0,6,1240,0,47.5667,-121.905,1390,0,4,38,38.0,0,20.23,1,0,0,0,0,0.8920863309352518
15495,269500.0,2,1.0,800,2.0,0.0,7,800,0,47.6969,-122.34700000000001,806,0,8,15,15.0,0,6.16,0,0,0,0,1,0.9925558312655087
15496,260000.0,4,2.5,2050,1.0,0.0,7,1300,750,47.42,-122.319,1790,0,9,49,49.0,0,13.0,0,0,1,0,0,1.1452513966480447
15497,266750.0,3,2.25,1650,2.0,0.0,7,1650,0,47.3862,-122.315,1420,0,9,26,26.0,0,15.34,0,0,1,0,0,1.1619718309859155
15499,779000.0,2,2.25,2130,1.0,0.0,8,1830,300,47.6792,-122.275,2130,0,8,64,64.0,0,5.66,0,0,0,0,1,1.0
15502,724000.0,2,1.0,1560,1.5,1.0,7,1560,0,47.7006,-122.38600000000001,2620,0,9,72,72.0,0,6.82,0,0,0,0,1,0.5954198473282443
15504,431000.0,4,2.5,1450,1.5,0.0,7,1250,200,47.5985,-122.29799999999999,1680,0,7,112,112.0,0,1.85,0,0,0,0,1,0.8630952380952381
15506,415000.0,4,2.5,2670,2.0,0.0,7,2670,0,47.4292,-122.32799999999999,2290,0,4,16,16.0,0,12.35,0,0,1,0,0,1.165938864628821
15509,265000.0,2,1.75,1090,1.0,0.0,8,1090,0,47.3794,-122.32,1160,0,1,45,45.0,0,15.8,0,1,0,0,0,0.9396551724137931
15510,519000.0,3,1.75,2000,1.0,0.0,7,1080,920,47.6805,-122.366,1230,0,2,112,112.0,0,5.21,0,0,0,0,1,1.6260162601626016
15511,262000.0,4,1.5,1840,2.0,0.0,7,1840,0,47.40600000000001,-122.318,1390,0,1,50,50.0,0,13.97,0,0,1,0,0,1.3237410071942446
15513,295000.0,3,1.75,1520,1.0,0.0,7,1170,350,47.35,-122.037,1520,0,5,23,23.0,0,22.6,0,0,1,0,0,1.0
15516,575000.0,4,2.5,2630,2.0,0.0,8,2630,0,47.5662,-122.0,2130,0,9,22,22.0,0,15.87,1,0,0,0,0,1.2347417840375587
15517,388000.0,3,1.75,1350,3.0,0.0,7,1350,0,47.6965,-122.35,1520,0,4,16,16.0,0,6.15,0,0,0,0,1,0.8881578947368421
15518,750500.0,4,2.5,2860,1.0,0.0,8,1530,1330,47.6923,-122.2,2070,0,11,25,25.0,0,8.57,1,0,0,0,0,1.3816425120772946
15522,325000.0,2,1.0,800,1.0,0.0,7,800,0,47.5359,-122.367,1010,0,7,61,61.0,0,5.2,0,0,0,0,1,0.7920792079207921
15523,402000.0,3,1.75,1580,1.5,0.0,7,1580,0,47.7192,-122.32,1500,0,8,67,67.0,0,7.71,0,0,0,0,1,1.0533333333333332
15524,370000.0,3,1.5,1560,1.0,0.0,6,1060,500,47.7024,-122.35,1320,0,9,87,87.0,0,6.55,0,0,0,0,1,1.1818181818181819
15525,329950.0,3,1.0,1750,1.0,0.0,7,1150,600,47.4596,-122.34299999999999,1750,0,6,58,58.0,0,10.25,0,0,0,1,0,1.0
15526,135000.0,2,1.0,600,1.0,0.0,5,600,0,47.5,-122.31700000000001,1090,0,5,72,26.0,1,7.51,0,0,0,1,0,0.5504587155963303
15527,482500.0,4,3.0,1630,1.0,0.0,7,1110,520,47.7168,-122.30799999999999,1630,0,6,24,24.0,0,7.62,0,0,0,0,1,1.0
15528,259000.0,4,1.5,1260,1.5,0.0,7,1260,0,47.433,-122.292,1300,0,9,59,59.0,0,12.25,0,0,1,0,0,0.9692307692307692
15529,210000.0,3,2.25,2140,1.0,0.0,7,1470,670,47.306000000000004,-122.37899999999999,2050,0,10,36,36.0,0,20.95,0,1,0,0,0,1.0439024390243903
15530,459000.0,4,2.75,2790,2.0,0.0,9,2790,0,47.4362,-122.109,2900,0,10,14,14.0,0,15.87,0,0,0,1,0,0.9620689655172414
15532,295000.0,3,2.25,1330,1.0,0.0,7,900,430,47.5102,-122.36399999999999,1380,0,10,40,40.0,0,6.89,0,0,0,0,1,0.9637681159420289
15533,910000.0,3,2.0,2700,1.0,0.0,8,1350,1350,47.6731,-122.32700000000001,1700,0,5,52,52.0,0,4.51,0,0,0,0,1,1.588235294117647
15535,565000.0,4,2.0,2070,1.5,0.0,7,2070,0,47.5092,-122.38600000000001,1600,0,2,75,75.0,0,7.22,0,0,0,0,1,1.29375
15536,339950.0,4,2.25,2670,1.0,0.0,8,2170,500,47.4666,-122.32600000000001,1880,0,11,59,59.0,0,9.77,0,0,0,1,0,1.4202127659574468
15538,125000.0,2,1.0,810,1.0,0.0,5,810,0,47.5033,-122.35799999999999,1040,0,9,72,72.0,0,7.31,0,0,0,1,0,0.7788461538461539
15540,348000.0,3,2.5,2370,1.0,3.0,8,1620,750,47.4091,-122.331,1960,0,4,36,36.0,0,13.74,0,0,1,0,0,1.2091836734693877
15541,175000.0,3,1.0,1460,1.0,0.0,7,1460,0,47.3762,-122.219,1310,0,4,54,54.0,0,16.9,0,0,1,0,0,1.1145038167938932
15542,439950.0,3,2.5,1770,2.0,0.0,8,1770,0,47.5631,-122.397,1770,0,5,24,24.0,0,4.23,0,0,0,0,1,1.0
15544,207000.0,3,2.5,1520,2.0,0.0,7,1520,0,47.5245,-122.33,1460,0,9,9,9.0,0,5.77,0,0,0,0,1,1.0410958904109588
15548,730000.0,4,1.0,1870,1.5,0.0,7,1670,200,47.6437,-122.396,2160,0,10,74,74.0,0,3.75,0,0,0,0,1,0.8657407407407407
15549,750000.0,3,3.75,2460,1.0,0.0,8,1940,520,47.7147,-122.37299999999999,2000,0,8,38,38.0,0,7.57,0,0,0,0,1,1.23
15550,237000.0,3,1.5,960,1.0,0.0,7,960,0,47.3798,-122.306,1640,0,4,53,53.0,0,15.82,0,0,1,0,0,0.5853658536585366
15552,745000.0,3,2.75,3010,1.0,0.0,8,1890,1120,47.6392,-122.10799999999999,2500,0,7,44,44.0,0,10.79,1,0,0,0,0,1.204
15554,180000.0,3,2.25,1990,2.0,0.0,7,1990,0,47.3822,-122.316,1220,0,6,47,47.0,0,15.62,0,0,1,0,0,1.6311475409836065
15555,309950.0,3,2.25,1990,2.0,0.0,7,1990,0,47.3822,-122.316,1220,0,11,47,47.0,0,15.62,0,0,1,0,0,1.6311475409836065
15556,715000.0,4,1.0,1710,1.5,0.0,7,1410,300,47.5569,-122.288,1560,0,5,102,102.0,0,4.16,0,0,0,0,1,1.0961538461538463
15557,620000.0,4,2.25,1890,1.5,0.0,7,1350,540,47.6649,-122.337,1830,0,4,97,97.0,0,3.93,0,0,0,0,1,1.0327868852459017
15558,330000.0,3,2.5,1990,2.0,0.0,7,1990,0,47.383,-122.305,1680,0,12,18,18.0,0,15.6,0,0,1,0,0,1.1845238095238095
15559,525000.0,4,1.75,1600,1.0,0.0,7,1210,390,47.7111,-122.309,1640,0,4,42,42.0,0,7.22,0,0,0,0,1,0.975609756097561
15561,294000.0,4,2.5,2210,1.0,0.0,8,1490,720,47.2647,-122.221,2210,0,6,24,24.0,0,24.3,0,1,0,0,0,1.0
15562,463000.0,3,1.75,2020,1.0,0.0,7,1480,540,47.7351,-122.18299999999999,2030,0,4,40,40.0,0,11.27,1,0,0,0,0,0.9950738916256158
15563,320900.0,3,2.0,1770,1.0,0.0,8,1770,0,47.4087,-122.17,2560,0,7,24,24.0,0,15.77,0,0,1,0,0,0.69140625
15564,369950.0,4,2.5,2050,2.0,0.0,7,2050,0,47.5002,-122.15,2480,0,10,9,9.0,0,11.4,0,0,0,1,0,0.8266129032258065
15566,589500.0,4,1.5,3520,1.5,0.0,8,2270,1250,47.5655,-122.315,1710,0,3,86,86.0,0,3.08,0,0,0,0,1,2.0584795321637426
15567,400000.0,4,1.75,1810,2.0,0.0,7,1810,0,47.7681,-122.311,1570,0,8,37,37.0,0,11.11,0,0,0,0,1,1.1528662420382165
15568,458000.0,3,2.25,2150,1.0,0.0,8,1450,700,47.6647,-122.149,2170,0,10,37,37.0,0,9.5,1,0,0,0,0,0.9907834101382489
15569,436000.0,4,2.5,2495,2.0,0.0,7,2495,0,47.7243,-121.95700000000001,2490,0,12,12,12.0,0,19.33,1,0,0,0,0,1.002008032128514
15570,310000.0,3,2.0,1290,1.0,1.0,6,1290,0,47.5181,-122.257,1960,0,10,64,64.0,0,7.2,0,0,0,1,0,0.6581632653061225
15571,398000.0,5,2.5,3004,2.0,0.0,9,3004,0,47.3801,-122.185,2665,0,10,8,8.0,0,17.23,0,0,1,0,0,1.127204502814259
15572,625000.0,4,2.25,2070,1.0,0.0,8,1390,680,47.696999999999996,-122.169,2110,0,8,37,37.0,0,9.87,1,0,0,0,0,0.981042654028436
15574,435000.0,2,1.0,960,1.0,0.0,6,740,220,47.5378,-122.375,1090,0,4,75,75.0,0,5.19,0,0,0,0,1,0.8807339449541285
15575,250000.0,3,2.25,1900,1.0,0.0,7,1300,600,47.3478,-122.29799999999999,1900,0,3,54,54.0,0,18.05,0,1,0,0,0,1.0
15576,430000.0,3,1.5,1450,1.0,0.0,7,1450,0,47.7725,-122.34899999999999,1440,0,3,54,54.0,0,11.38,0,0,0,0,1,1.0069444444444444
15577,790000.0,4,3.5,2720,2.0,0.0,9,2250,470,47.5371,-122.38799999999999,1600,0,8,0,0.0,0,5.48,0,0,0,0,1,1.7
15579,250000.0,4,2.75,1920,1.0,0.0,7,1130,790,47.538999999999994,-122.35600000000001,1830,0,4,23,23.0,0,4.86,0,0,0,0,1,1.0491803278688525
15581,383900.0,3,1.5,1600,1.0,0.0,7,1050,550,47.7471,-122.337,1810,0,4,50,50.0,0,9.6,0,0,0,0,1,0.8839779005524862
15582,330000.0,4,2.5,2210,2.0,0.0,8,2210,0,47.35,-122.139,2200,0,3,11,11.0,0,20.03,0,0,1,0,0,1.0045454545454546
15584,383000.0,5,2.0,2280,1.0,0.0,8,1140,1140,47.5672,-122.39,1780,0,2,64,64.0,0,3.8,0,0,0,0,1,1.2808988764044944
15586,558000.0,4,3.25,3160,2.0,0.0,9,2460,700,47.5153,-122.178,2900,0,3,18,18.0,0,9.73,0,0,0,1,0,1.089655172413793
15587,275000.0,3,2.0,1380,2.0,0.0,7,1380,0,47.5558,-122.27,1620,0,9,43,43.0,0,4.71,0,0,0,0,1,0.8518518518518519
15588,687500.0,5,2.75,3320,1.0,0.0,7,2020,1300,47.692,-122.166,1840,0,7,51,51.0,0,9.77,1,0,0,0,0,1.8043478260869565
15589,275000.0,3,2.5,1870,2.0,0.0,7,1870,0,47.3065,-122.35799999999999,1970,0,7,25,25.0,0,20.85,0,1,0,0,0,0.949238578680203
15590,700000.0,3,3.5,3030,2.0,2.0,8,3030,0,47.5051,-122.381,2340,0,12,43,43.0,0,7.42,0,0,0,0,1,1.294871794871795
15591,342500.0,2,1.75,1210,1.0,0.0,7,1210,0,47.7078,-122.234,1840,0,6,32,32.0,0,8.34,1,0,0,0,0,0.657608695652174
15593,190000.0,3,1.75,1350,1.0,0.0,6,1350,0,47.5336,-122.27799999999999,1440,0,8,102,102.0,0,5.79,0,0,0,1,0,0.9375
15594,300000.0,3,1.75,1350,1.0,0.0,6,1350,0,47.5336,-122.27799999999999,1440,0,3,103,103.0,0,5.79,0,0,0,1,0,0.9375
15595,540000.0,3,2.0,1470,2.0,0.0,8,1000,470,47.6743,-122.316,1660,0,5,7,7.0,0,4.66,0,0,0,0,1,0.8855421686746988
15596,140000.0,3,1.75,1270,2.0,0.0,7,1270,0,47.3563,-122.149,1270,0,2,34,34.0,0,19.43,0,0,1,0,0,1.0
15598,370000.0,3,2.75,2120,1.0,0.0,7,2120,0,47.4923,-122.178,1180,0,8,56,56.0,0,10.84,0,0,0,1,0,1.7966101694915255
15600,312000.0,4,1.0,1730,1.0,0.0,7,1010,720,47.4586,-122.175,1369,0,1,53,53.0,0,12.73,0,0,0,1,0,1.2636961285609933
15601,260000.0,2,1.0,1410,1.5,0.0,6,1410,0,47.5159,-122.258,1430,0,10,96,96.0,0,7.31,0,0,0,1,0,0.986013986013986
15602,797000.0,3,2.5,1370,2.0,0.0,9,1370,0,47.6375,-122.354,1630,0,7,107,3.0,1,2.22,0,0,0,0,1,0.8404907975460123
15605,329950.0,3,2.25,2070,1.0,0.0,7,1350,720,47.403,-122.175,1620,0,3,28,28.0,0,16.01,0,0,1,0,0,1.2777777777777777
15607,220000.0,3,2.25,1470,1.0,0.0,7,1160,310,47.2725,-122.3,1720,0,8,29,29.0,0,23.22,0,1,0,0,0,0.8546511627906976
15608,723000.0,4,2.25,2430,1.5,0.0,8,1630,800,47.5904,-122.389,2430,0,7,86,86.0,0,2.79,0,0,0,0,1,1.0
15609,375000.0,3,1.75,1430,1.0,0.0,7,1070,360,47.7218,-122.29899999999999,1490,0,1,87,87.0,0,8.03,0,0,0,0,1,0.959731543624161
15610,388000.0,3,1.75,1760,1.0,0.0,7,1760,0,47.4977,-122.35799999999999,1760,0,1,53,53.0,0,7.69,0,0,0,1,0,1.0
15611,249950.0,5,2.0,1730,1.0,0.0,6,1730,0,47.4953,-122.238,1550,0,10,70,70.0,0,9.0,0,0,0,1,0,1.1161290322580646
15612,390000.0,5,1.75,2290,1.0,0.0,7,1190,1100,47.7577,-122.35799999999999,1870,0,11,49,49.0,0,10.39,0,0,0,0,1,1.2245989304812834
15613,705000.0,4,1.75,1690,1.0,0.0,8,1690,0,47.552,-122.219,2300,0,9,55,55.0,0,6.65,1,0,0,0,0,0.7347826086956522
15614,590000.0,4,2.5,3220,1.5,0.0,8,3220,0,47.62600000000001,-122.12,1600,0,6,48,48.0,0,10.09,1,0,0,0,0,2.0125
15615,292000.0,4,1.75,2130,1.0,0.0,7,1370,760,47.4629,-122.35600000000001,1850,0,10,62,62.0,0,10.07,0,0,0,1,0,1.1513513513513514
